User-ID,0
26,10.0
51,9.0
91,9.0
114,10.0
165,9.0
243,8.0
244,8.0
254,8.5
256,8.0
280,7.0
388,4.5
424,6.0
433,5.0
453,6.0
486,8.0
505,7.0
507,10.0
558,8.0
595,9.0
638,10.0
709,3.0
763,9.0
785,5.0
805,7.666666666666667
819,7.0
882,10.0
885,5.0
899,2.0
900,9.0
936,5.0
938,9.0
1008,9.0
1021,10.0
1025,5.0
1031,7.0
1032,10.0
1054,8.0
1075,7.2
1083,7.0
1131,7.333333333333333
1161,5.0
1167,8.0
1211,9.0
1235,9.0
1249,5.0
1254,9.0
1261,7.5
1264,8.0
1376,8.0
1377,8.0
1389,9.0
1424,6.666666666666667
1433,3.0
1435,6.666666666666667
1436,6.0
1486,5.0
1489,8.0
1504,8.0
1513,8.0
1530,8.0
1535,10.0
1548,8.0
1585,8.0
1608,10.0
1619,9.0
1650,10.0
1652,7.0
1674,10.0
1718,8.0
1733,5.5
1768,10.0
1773,9.0
1790,5.0
1803,9.0
1805,9.0
1830,7.0
1848,9.333333333333334
1898,8.0
1928,10.0
1933,8.0
2012,9.0
2019,5.0
2033,7.0
2089,10.0
2099,8.0
2108,9.0
2110,10.0
2127,8.0
2179,9.5
2183,9.0
2197,9.0
2204,9.0
2276,10.0
2333,9.0
2337,8.5
2357,8.0
2375,9.0
2388,6.0
2399,9.0
2411,3.0
2503,7.0
2559,7.0
2569,8.0
2591,9.0
2638,8.0
2766,8.0
2770,6.0
2854,7.0
2891,6.75
2907,5.0
2977,6.333333333333333
2995,6.0
2996,8.0
3005,5.0
3026,8.0
3032,1.0
3079,6.5
3099,7.5
3100,6.0
3113,6.0
3145,9.0
3167,7.0
3168,8.0
3206,8.0
3261,8.0
3329,8.0
3344,8.5
3346,7.5
3350,8.0
3362,7.0
3363,10.0
3371,9.0
3373,6.666666666666667
3418,10.0
3460,6.0
3507,8.0
3534,8.0
3542,6.5
3556,10.0
3569,7.0
3580,6.0
3593,9.0
3601,7.0
3640,8.0
3709,7.0
3739,5.0
3821,7.0
3827,7.5
3869,9.0
3894,10.0
3977,9.0
3999,10.0
4017,9.333333333333334
4059,6.0
4066,7.0
4077,8.0
4090,8.0
4092,7.0
4098,8.5
4131,1.0
4144,5.0
4149,1.0
4157,8.0
4169,10.0
4179,7.0
4183,6.0
4193,5.0
4196,9.0
4225,8.0
4228,8.5
4334,6.0
4385,10.0
4386,6.0
4516,8.0
4570,8.0
4571,9.0
4579,5.0
4669,6.0
4732,9.0
4784,2.0
4785,6.666666666666667
4795,9.0
4802,9.0
4821,6.0
4900,7.0
4938,8.0
4973,8.0
4999,10.0
5003,7.0
5037,8.5
5048,10.0
5049,8.0
5126,5.0
5207,8.0
5296,6.0
5333,9.0
5385,10.0
5439,8.5
5476,6.0
5490,7.0
5539,9.0
5559,8.0
5582,8.75
5604,6.0
5609,10.0
5638,9.0
5722,7.5
5737,5.0
5768,8.0
5782,8.0
5850,10.0
5866,7.0
5899,9.0
5903,9.0
5932,5.0
5942,2.0
5956,5.0
6015,5.0
6018,5.0
6073,5.666666666666667
6074,8.0
6115,10.0
6238,8.0
6242,6.888888888888889
6251,7.111111111111111
6308,8.0
6323,6.0
6347,7.0
6348,8.0
6349,8.0
6392,10.0
6431,7.0
6452,5.0
6501,6.5
6535,10.0
6537,7.0
6543,8.4
6563,7.75
6566,9.0
6575,7.304347826086956
6577,9.0
6592,8.0
6611,9.0
6637,10.0
6652,7.0
6670,8.0
6679,10.0
6704,10.0
6764,8.0
6772,6.5
6778,8.0
6789,6.666666666666667
6815,10.0
6866,7.0
6871,4.0
6884,8.0
6900,10.0
6924,7.0
6991,9.0
7033,9.0
7037,8.0
7072,7.0
7078,8.0
7105,6.5
7107,8.0
7119,9.0
7125,7.8
7134,8.0
7158,9.25
7160,9.0
7248,10.0
7283,9.375
7286,10.0
7301,10.0
7306,7.0
7346,8.214285714285714
7352,8.0
7409,8.0
7424,7.0
7482,8.0
7507,8.0
7524,8.0
7557,8.0
7620,7.6
7634,8.0
7651,3.0
7809,8.0
7820,8.0
7841,7.0
7856,8.0
7860,8.0
7864,7.0
7874,9.0
7887,10.0
7909,4.0
7915,9.0
7958,9.5
8006,9.0
8018,9.0
8019,7.0
8047,9.0
8066,8.5
8067,6.5
8086,10.0
8089,10.0
8115,8.0
8141,8.0
8154,8.0
8187,8.0
8188,9.5
8234,6.5
8240,8.0
8245,8.166666666666666
8253,9.545454545454545
8268,7.0
8290,10.0
8309,8.0
8361,2.0
8362,8.5
8370,9.0
8453,5.5
8454,8.25
8487,7.0
8529,6.0
8541,6.0
8580,10.0
8613,10.0
8630,7.0
8633,9.0
8652,9.0
8660,2.0
8674,1.0
8681,8.0
8682,8.0
8712,5.0
8734,9.0
8772,8.0
8782,9.0
8801,8.8
8840,7.0
8853,10.0
8856,7.0
8864,8.0
8870,6.333333333333333
8935,8.0
8937,10.0
8961,9.0
9083,4.0
9174,7.0
9177,7.0
9178,8.0
9203,8.0
9219,10.0
9226,8.0
9227,8.0
9340,9.0
9343,7.0
9354,10.0
9389,8.0
9394,10.0
9414,7.0
9417,7.0
9419,5.0
9454,9.0
9484,10.0
9486,10.0
9490,10.0
9492,10.0
9568,8.0
9579,10.0
9637,5.0
9714,7.0
9747,9.5
9856,8.25
9902,7.0
9908,8.5
10090,10.0
10112,7.0
10118,10.0
10124,8.0
10134,3.0
10162,6.0
10199,8.5
10215,6.0
10273,9.0
10314,7.636363636363637
10372,8.0
10441,8.0
10447,7.625
10470,7.0
10494,3.0
10560,9.0
10570,3.0
10607,10.0
10619,9.0
10654,10.0
10697,10.0
10921,10.0
10949,8.5
10959,9.0
11070,5.0
11155,6.0
11169,9.0
11179,8.0
11187,7.0
11224,6.5
11245,7.0
11283,10.0
11362,10.0
11400,7.5
11474,10.0
11489,9.0
11507,9.0
11554,1.0
11567,7.0
11591,8.0
11594,8.0
11601,10.0
11609,8.0
11638,7.0
11657,7.0
11676,7.709677419354839
11708,9.0
11714,9.0
11718,7.666666666666667
11724,7.0
11768,8.0
11788,7.5
11844,8.0
11916,7.0
11933,7.0
11944,7.0
11993,5.25
12080,8.0
12100,7.0
12123,7.5
12154,6.75
12194,10.0
12209,8.5
12220,2.0
12264,7.0
12272,10.0
12285,9.0
12289,8.0
12293,8.0
12307,8.0
12316,10.0
12319,8.0
12331,8.333333333333334
12333,7.0
12348,6.0
12457,7.0
12538,8.666666666666666
12565,7.0
12567,9.0
12569,8.0
12578,10.0
12586,7.0
12589,10.0
12619,6.5
12685,10.0
12687,7.0
12690,10.0
12698,9.0
12702,10.0
12707,9.333333333333334
12775,8.0
12811,8.0
12824,5.8
12866,8.0
12917,9.666666666666666
12923,10.0
12926,10.0
12951,8.0
12966,9.0
12971,6.0
12977,6.0
12982,7.5
12990,5.0
13048,8.0
13071,8.0
13082,10.0
13088,6.0
13093,9.0
13121,7.0
13126,5.0
13133,8.0
13164,8.0
13168,8.0
13173,9.0
13221,9.0
13273,8.6
13279,10.0
13280,8.0
13331,2.0
13380,5.0
13387,6.0
13428,9.0
13479,4.0
13503,10.0
13518,8.0
13552,8.75
13582,7.0
13664,7.0
13691,9.0
13709,10.0
13726,7.0
13766,9.0
13850,8.833333333333334
13917,4.0
13968,7.0
13973,6.0
13995,8.25
14049,5.0
14079,8.0
14151,10.0
14180,7.0
14181,8.0
14183,8.0
14201,7.0
14363,9.0
14387,8.0
14422,8.0
14454,7.0
14456,9.0
14461,8.0
14470,8.0
14516,10.0
14521,8.0
14542,8.0
14546,8.5
14640,10.0
14667,9.5
14744,9.0
14768,7.75
14780,9.0
14783,9.0
14791,8.0
14808,9.0
14812,8.0
14897,10.0
15049,8.0
15071,8.0
15081,7.0
15093,7.0
15127,6.0
15179,9.0
15185,5.0
15408,9.0
15459,8.0
15475,8.0
15497,6.0
15500,6.0
15510,8.0
15583,10.0
15602,9.0
15623,8.0
15642,10.0
15651,10.0
15655,10.0
15679,9.0
15686,3.6666666666666665
15720,10.0
15775,8.0
15780,9.0
15788,10.0
15789,10.0
15795,9.0
15819,10.0
15845,7.0
15957,6.0
15985,8.0
16000,5.0
16009,7.5
16019,9.0
16068,8.0
16106,8.8
16114,4.0
16116,8.0
16121,5.0
16155,8.0
16231,8.0
16242,8.0
